5000.000000,115.136615,1,0
4266.000000,230.334011,0,1
3229.000000,133.525789,0,1
2711.000000,349.197270,1,0
2030.000000,127.544870,1,0
2656.000000,176.748506,0,1
2521.000000,464.058266,1,0
4092.000000,81.133001,1,0
3258.000000,154.096134,1,1
2508.000000,127.407493,1,1
3636.000000,255.992931,1,0
3098.000000,165.893140,1,0
2473.000000,259.993942,1,0
2058.000000,189.479757,1,0
2963.000000,240.697708,1,0
2247.000000,169.669895,0,1
3951.000000,253.122128,1,1
2400.000000,77.576817,1,0
2163.000000,205.547535,1,0
3252.000000,421.255655,1,0
2710.000000,213.025280,1,0
2143.000000,47.173381,1,0
2074.000000,143.669664,0,1
2279.000000,528.173901,1,0
2273.000000,322.463985,1,0
3551.000000,295.696954,1,0
2781.000000,102.405771,1,0
2117.000000,82.959376,1,0
4897.000000,205.489978,0,1
3965.000000,280.656870,0,1
2548.000000,130.769918,0,1
2101.000000,152.906806,1,0
3460.000000,170.097695,1,0
2238.000000,104.369141,1,1
3033.000000,50.387084,1,1
2695.000000,313.308173,0,1
3048.000000,402.023194,1,0
2530.000000,367.175170,1,0
2710.000000,180.568708,0,1
2606.000000,222.261246,1,0
4818.000000,544.236107,0,0
4951.000000,176.506278,0,1
4951.000000,165.618203,0,1
4204.000000,392.348275,1,0
3549.000000,362.633066,1,0
2648.000000,286.550809,1,0
2843.000000,357.470378,1,0
3252.000000,160.451800,1,1
3020.000000,185.698652,1,0
3699.000000,198.438026,0,1
5000.000000,348.648957,1,0
4482.000000,292.270630,1,0
4580.000000,201.259453,1,0
3618.000000,140.328737,1,0
3069.000000,81.214962,1,1
2898.000000,26.791918,1,1
2531.000000,119.898003,1,0
5000.000000,355.366406,1,0
5000.000000,460.685061,0,1
3584.000000,436.014806,0,1
3629.000000,270.559566,1,0
2835.000000,132.590779,1,1
2194.000000,245.280217,1,0
2857.000000,165.075816,1,0
2240.000000,148.025797,1,0
2967.000000,430.907102,0,1
3725.000000,338.060872,1,0
2112.000000,352.807522,1,0
2614.000000,163.308243,1,0
5000.000000,191.922293,1,0
4256.000000,410.561395,0,1
4125.000000,443.999530,1,0
4918.000000,150.175011,1,0
